Number,City,Gender,Age,Income,Illness
24644,New York City,Male,60,98793,No
24645,New York City,Male,37,99106,No
24646,New York City,Female,26,67160,No
24647,New York City,Male,48,93027,No
24648,New York City,Female,55,86573,Yes
24649,New York City,Female,47,72981,No
24650,New York City,Male,30,101808,No
24651,New York City,Male,40,97512,No
24652,New York City,Male,28,86270,No
24653,New York City,Female,58,86728,No
24654,New York City,Female,45,88940,No
24655,New York City,Female,39,83690,No
24656,New York City,Male,35,96253,No
24657,New York City,Male,38,90008,No
24658,New York City,Female,62,90623,No
24659,New York City,Female,58,100514,No
24660,New York City,Male,48,124841,No
24661,New York City,Female,42,92796,No
24662,New York City,Female,44,91868,No
24663,New York City,Male,51,113025,No
24664,New York City,Female,52,92616,No
24665,New York City,Male,34,104170,No
24666,New York City,Female,25,83164,No
24667,New York City,Male,37,89642,No
24668,New York City,Male,39,93695,No
24669,New York City,Male,28,102236,No
24670,New York City,Female,30,95166,No
24671,New York City,Male,64,83844,No
24672,New York City,Male,61,95749,No
24673,New York City,Female,33,93864,No
24674,New York City,Male,37,84965,No
24675,New York City,Male,57,101178,No
24676,New York City,Male,41,100970,No
24677,New York City,Female,43,100719,No
24678,New York City,Male,58,98978,No
24679,New York City,Female,26,100817,No
24680,New York City,Female,57,77815,No
24681,New York City,Male,43,83612,No
24682,New York City,Male,58,96381,No
24683,New York City,Female,30,99894,No
24684,New York City,Male,29,114056,No
24685,New York City,Female,43,81387,No
24686,New York City,Female,26,84069,No
24687,New York City,Female,51,84319,No
24688,New York City,Male,63,97360,No
24689,New York City,Male,55,110251,No
24690,New York City,Female,63,85391,No
24691,New York City,Female,32,78945,No
24692,New York City,Male,28,110983,No
24693,New York City,Male,56,104656,No
24694,New York City,Male,55,111034,No
24695,New York City,Female,43,100204,No
24696,New York City,Male,57,90656,No
24697,New York City,Male,45,108572,No
24698,New York City,Male,30,90512,No
24699,New York City,Female,33,73938,No
24700,New York City,Female,53,95162,No
24701,New York City,Female,51,89691,No
24702,New York City,Female,27,87724,No
24703,New York City,Female,31,86730,No
24704,New York City,Male,33,87392,No
24705,New York City,Male,30,108318,No
24706,New York City,Male,50,110922,No
24707,New York City,Female,46,95705,Yes
24708,New York City,Female,29,81764,No
24709,New York City,Female,30,86914,No
24710,New York City,Male,26,98196,No
24711,New York City,Female,30,84762,No
24712,New York City,Female,25,96562,No
24713,New York City,Male,47,99601,No
24714,New York City,Female,53,89141,No
24715,New York City,Female,42,94948,No
24716,New York City,Male,39,99066,No
24717,New York City,Female,63,91589,No
24718,New York City,Female,51,69090,No
24719,New York City,Male,54,111725,No
24720,New York City,Male,59,105402,No
24721,New York City,Male,43,97722,No
24722,New York City,Male,62,100111,No
24723,New York City,Male,28,129595,No
24724,New York City,Male,55,104492,No
24725,New York City,Male,64,100417,No
24726,New York City,Male,62,101444,No
24727,New York City,Female,48,84756,No
24728,New York City,Female,60,88530,No
24729,New York City,Male,40,98724,No
24730,New York City,Female,53,89639,No
24731,New York City,Female,31,104317,No
24732,New York City,Male,61,85509,Yes
24733,New York City,Male,44,92114,No
24734,New York City,Female,49,99182,No
24735,New York City,Female,60,100099,No
24736,New York City,Male,36,96900,No
24737,New York City,Female,46,96206,No
24738,New York City,Male,47,111879,No
24739,New York City,Male,36,115414,No
24740,New York City,Female,43,105614,No
24741,New York City,Female,41,84413,No
24742,New York City,Female,41,107264,No
24743,New York City,Male,57,82369,No
24744,New York City,Female,65,90782,No
24745,New York City,Female,65,94402,No
24746,New York City,Female,51,98750,No
24747,New York City,Female,42,101601,Yes
24748,New York City,Female,32,84872,No
24749,New York City,Male,49,111440,No
24750,New York City,Female,43,83853,No
24751,New York City,Female,26,93838,No
24752,New York City,Female,28,83543,No
24753,New York City,Male,51,121058,No
24754,New York City,Male,57,96759,No
24755,New York City,Female,30,69333,No
24756,New York City,Female,56,90523,No
24757,New York City,Male,42,83148,No
24758,New York City,Female,47,90731,No
24759,New York City,Female,38,94159,No
24760,New York City,Male,38,108534,No
24761,New York City,Male,44,104202,No
24762,New York City,Female,46,73646,No
24763,New York City,Male,50,100330,No
24764,New York City,Male,63,97777,No
24765,New York City,Male,27,87872,No
24766,New York City,Female,34,101629,No
24767,New York City,Male,27,97778,No
24768,New York City,Female,25,89652,No
24769,New York City,Female,63,75613,No
24770,New York City,Female,64,87042,No
24771,New York City,Male,58,98675,No
24772,New York City,Male,49,106951,Yes
24773,New York City,Male,49,112621,No
24774,New York City,Male,40,88406,No
24775,New York City,Female,62,88554,No
24776,New York City,Female,30,86302,No
24777,New York City,Male,55,95948,No
24778,New York City,Male,57,105208,No
24779,New York City,Female,25,95918,No
24780,New York City,Male,44,88278,No
24781,New York City,Female,44,84866,Yes
24782,New York City,Male,44,107528,No
24783,New York City,Male,25,105000,No
24784,New York City,Female,49,89138,No
24785,New York City,Male,41,93378,No
24786,New York City,Male,63,92725,Yes
24787,New York City,Female,55,101818,No
24788,New York City,Female,28,84748,No
24789,New York City,Male,62,118305,No
24790,New York City,Female,53,77154,No
24791,New York City,Male,56,126231,No
24792,New York City,Female,32,94731,No
24793,New York City,Male,33,110045,No
24794,New York City,Female,56,100158,No
24795,New York City,Male,27,99752,No
24796,New York City,Male,50,93710,No
24797,New York City,Male,42,102332,No
24798,New York City,Male,40,103631,No
24799,New York City,Male,27,99816,No
24800,New York City,Male,60,98160,No
24801,New York City,Male,61,106771,Yes
24802,New York City,Male,62,119640,No
24803,New York City,Female,57,90013,No
24804,New York City,Female,48,104364,No
24805,New York City,Female,39,84413,No
24806,New York City,Male,36,112181,Yes
24807,New York City,Male,30,118294,No
24808,New York City,Female,25,93058,No
24809,New York City,Female,60,103388,No
24810,New York City,Female,36,80692,No
24811,New York City,Female,26,98708,No
24812,New York City,Male,35,87859,No
24813,New York City,Male,65,104699,No
24814,New York City,Female,59,94894,No
24815,New York City,Male,51,104768,Yes
24816,New York City,Female,39,70331,No
24817,New York City,Male,35,96911,No
24818,New York City,Female,32,74435,No
24819,New York City,Female,31,134900,No
24820,New York City,Female,64,105029,No
24821,New York City,Male,33,104936,No
24822,New York City,Female,26,83605,No
24823,New York City,Female,47,89230,No
24824,New York City,Male,50,105878,No
24825,New York City,Male,46,98971,No
24826,New York City,Female,55,108041,No
24827,New York City,Male,38,106641,No
24828,New York City,Male,28,82276,No
24829,New York City,Male,39,105035,No
24830,New York City,Female,44,90114,No
24831,New York City,Male,30,97682,No
24832,New York City,Male,48,93526,No
24833,New York City,Male,53,104043,No
24834,New York City,Female,43,94994,No
24835,New York City,Male,64,97457,No
24836,New York City,Male,32,84534,No
24837,New York City,Male,31,102646,Yes
24838,New York City,Male,25,114102,No
24839,New York City,Female,35,81253,No
24840,New York City,Male,57,98114,No
24841,New York City,Male,53,95150,No
24842,New York City,Male,26,95355,No
24843,New York City,Female,35,84483,No
24844,New York City,Male,45,92922,No
24845,New York City,Male,32,100513,No
24846,New York City,Male,39,103578,No
24847,New York City,Male,53,106992,No
24848,New York City,Male,60,96164,Yes
24849,New York City,Female,38,92007,Yes
24850,New York City,Male,35,94131,No
24851,New York City,Male,64,99297,No
24852,New York City,Male,58,103134,No
24853,New York City,Female,40,101240,No
24854,New York City,Female,63,98534,No
24855,New York City,Female,47,108037,No
24856,New York City,Male,48,87489,No
24857,New York City,Female,53,77228,No
24858,New York City,Female,40,82642,No
24859,New York City,Male,54,89820,No
24860,New York City,Male,43,106518,No
24861,New York City,Female,52,91550,Yes
24862,New York City,Male,48,88040,No
24863,New York City,Female,63,102403,No
24864,New York City,Male,47,98049,No
24865,New York City,Female,57,80999,No
24866,New York City,Male,57,96986,No
24867,New York City,Male,32,104168,No
24868,New York City,Male,43,106540,No
24869,New York City,Female,41,94813,No
24870,New York City,Male,27,97995,No
24871,New York City,Male,57,105372,No
24872,New York City,Male,48,99120,No
24873,New York City,Male,56,82921,No
24874,New York City,Female,62,103142,No
24875,New York City,Male,41,105902,No
24876,New York City,Male,47,98397,No
24877,New York City,Male,51,101935,No
24878,New York City,Male,43,111048,No
24879,New York City,Female,51,90525,No
24880,New York City,Male,45,106952,No
24881,New York City,Female,27,99734,No
24882,New York City,Female,45,86868,No
24883,New York City,Female,46,67259,No
24884,New York City,Male,41,106876,No
24885,New York City,Male,54,114480,No
24886,New York City,Male,61,88958,No
24887,New York City,Female,64,72648,No
24888,New York City,Male,35,93227,No
24889,New York City,Female,53,89973,No
24890,New York City,Female,30,89095,No
24891,New York City,Female,30,93629,No
24892,New York City,Male,54,96873,No
24893,New York City,Male,45,109453,No
24894,New York City,Male,63,99105,No
24895,New York City,Male,55,111347,No
24896,New York City,Male,52,103998,No
24897,New York City,Male,42,83035,No
24898,New York City,Male,47,97863,No
24899,New York City,Male,40,72970,No
24900,New York City,Male,31,106258,No
24901,New York City,Male,40,113457,Yes
24902,New York City,Male,52,113213,No
24903,New York City,Female,45,94772,No
24904,New York City,Male,63,108605,No
24905,New York City,Female,46,83363,No
24906,New York City,Male,36,102988,No
24907,New York City,Male,48,108076,No
24908,New York City,Female,44,92745,Yes
24909,New York City,Female,60,77885,Yes
24910,New York City,Male,52,89598,No
24911,New York City,Female,39,66695,No
24912,New York City,Male,49,83613,No
24913,New York City,Male,37,116540,No
24914,New York City,Male,33,104373,No
24915,New York City,Female,42,95068,No
24916,New York City,Female,57,84529,No
24917,New York City,Male,45,108686,No
24918,New York City,Female,35,78200,No
24919,New York City,Female,38,95620,No
24920,New York City,Male,40,89959,No
24921,New York City,Male,39,93174,No
24922,New York City,Female,38,76562,No
24923,New York City,Male,41,97170,No
24924,New York City,Male,31,97488,No
24925,New York City,Male,47,111527,No
24926,New York City,Female,41,89057,No
24927,New York City,Male,37,93019,No
24928,New York City,Male,54,99560,No
24929,New York City,Female,53,90647,No
24930,New York City,Male,61,90871,No
24931,New York City,Male,49,97737,No
24932,New York City,Male,62,100434,No
24933,New York City,Male,48,107791,No
24934,New York City,Male,63,112014,No
24935,New York City,Female,40,95893,No
24936,New York City,Female,27,89157,No
24937,New York City,Female,51,89804,No
24938,New York City,Male,47,106111,No
24939,New York City,Female,36,86510,No
24940,New York City,Male,53,90494,No
24941,New York City,Male,54,90960,No
24942,New York City,Female,36,99170,Yes
24943,New York City,Male,44,93770,No
24944,New York City,Male,49,100578,No
24945,New York City,Female,30,92886,No
24946,New York City,Female,60,93420,No
24947,New York City,Female,53,92584,No
24948,New York City,Female,43,88229,No
24949,New York City,Male,34,98313,No
24950,New York City,Male,47,108073,No
24951,New York City,Male,40,105151,Yes
24952,New York City,Male,37,100509,No
24953,New York City,Male,43,92622,No
24954,New York City,Female,46,100752,No
24955,New York City,Female,41,102589,No
24956,New York City,Male,44,93031,No
24957,New York City,Female,52,80859,No
24958,New York City,Female,46,109772,No
24959,New York City,Male,29,109571,No
24960,New York City,Male,32,106725,No
24961,New York City,Female,56,102640,Yes
24962,New York City,Male,63,112431,No
24963,New York City,Male,48,100154,No
24964,New York City,Male,32,118732,No
24965,New York City,Female,46,98590,No
24966,New York City,Male,42,92058,No
24967,New York City,Male,30,93680,No
24968,New York City,Female,62,87484,No
24969,New York City,Female,44,98762,No
24970,New York City,Male,58,116783,No
24971,New York City,Male,50,110654,No
24972,New York City,Male,34,110176,No
24973,New York City,Male,39,98238,No
24974,New York City,Male,39,86280,No
24975,New York City,Female,47,113512,No
24976,New York City,Male,34,106069,Yes
24977,New York City,Male,63,98362,No
24978,New York City,Female,30,73579,No
24979,New York City,Female,65,99039,No
24980,New York City,Male,58,84382,No
24981,New York City,Male,50,96459,No
24982,New York City,Male,40,100562,No
24983,New York City,Male,27,103650,No
24984,New York City,Female,42,76493,No
24985,New York City,Male,50,94119,No
24986,New York City,Female,56,81983,No
24987,New York City,Male,40,88536,No
24988,New York City,Male,27,101309,No
24989,New York City,Female,52,102712,No
24990,New York City,Male,36,109992,No
24991,New York City,Male,61,92729,No
24992,New York City,Male,31,88509,No
24993,New York City,Female,28,85619,No
24994,New York City,Male,48,84532,No
24995,New York City,Male,43,102521,No
24996,New York City,Male,32,102969,No
24997,New York City,Female,62,94886,No
24998,New York City,Male,47,93725,No
24999,New York City,Male,65,93388,No
25000,New York City,Male,62,105531,No
25001,New York City,Female,46,97739,No
25002,New York City,Male,29,110637,No
25003,New York City,Male,62,88511,No
25004,New York City,Male,50,93804,No
25005,New York City,Male,51,106272,No
25006,New York City,Male,39,96502,No
25007,New York City,Female,27,92302,No
25008,New York City,Female,43,86522,No
25009,New York City,Male,57,105128,No
25010,New York City,Male,43,105936,No
25011,New York City,Male,45,100934,No
25012,New York City,Female,39,90453,No
25013,New York City,Female,64,91854,No
25014,New York City,Female,52,105283,No
25015,New York City,Female,49,101520,No
25016,New York City,Female,60,87222,No
25017,New York City,Male,31,100730,Yes
25018,New York City,Male,42,89953,No
25019,New York City,Female,51,94947,No
25020,New York City,Female,54,93341,No
25021,New York City,Male,33,105141,No
25022,New York City,Female,51,99513,No
25023,New York City,Male,33,87077,No
25024,New York City,Female,35,92923,No
25025,New York City,Male,59,100735,No
25026,New York City,Female,43,98162,No
25027,New York City,Female,42,93538,Yes
25028,New York City,Female,63,88724,No
25029,New York City,Female,39,107277,No
25030,New York City,Female,55,95291,No
25031,New York City,Female,28,95289,No
25032,New York City,Male,44,100788,Yes
25033,New York City,Female,54,87328,No
25034,New York City,Female,58,83256,No
25035,New York City,Female,46,99688,No
25036,New York City,Male,37,91618,No
25037,New York City,Female,25,93777,No
25038,New York City,Male,62,105669,No
25039,New York City,Female,45,100429,No
25040,New York City,Female,30,88872,No
25041,New York City,Female,64,84025,No
25042,New York City,Female,40,110011,No
25043,New York City,Male,27,82990,No
25044,New York City,Female,63,92284,No
25045,New York City,Male,51,113877,Yes
25046,New York City,Female,47,105960,No
25047,New York City,Male,58,111485,No
25048,New York City,Male,26,88657,No
25049,New York City,Male,62,103973,No
25050,New York City,Female,32,90794,No
25051,New York City,Female,36,72703,No
25052,New York City,Male,62,108245,No
25053,New York City,Female,42,67683,No
25054,New York City,Female,55,92945,No
25055,New York City,Male,33,106724,No
25056,New York City,Male,56,104657,No
25057,New York City,Female,40,108192,No
25058,New York City,Male,61,99049,No
25059,New York City,Male,49,100297,No
25060,New York City,Male,51,105627,No
25061,New York City,Male,52,124874,No
25062,New York City,Male,28,93668,No
25063,New York City,Male,52,96633,Yes
25064,New York City,Female,64,97580,No
25065,New York City,Male,51,104664,No
25066,New York City,Male,59,107627,No
25067,New York City,Male,38,120447,No
25068,New York City,Female,64,95759,No
25069,New York City,Male,53,105181,No
25070,New York City,Male,50,112649,No
25071,New York City,Male,65,118109,No
25072,New York City,Male,36,116534,No
25073,New York City,Male,36,105887,No
25074,New York City,Female,55,101965,No
25075,New York City,Female,48,93930,No
25076,New York City,Male,47,101825,No
25077,New York City,Female,41,92672,No
25078,New York City,Male,39,107615,No
25079,New York City,Male,37,113306,No
25080,New York City,Female,56,93723,No
25081,New York City,Female,55,103231,No
25082,New York City,Female,43,103994,No
25083,New York City,Male,49,96211,No
25084,New York City,Female,63,89923,No
25085,New York City,Male,58,96855,No
25086,New York City,Female,30,89600,No
25087,New York City,Female,42,89813,No
25088,New York City,Male,64,104239,No
25089,New York City,Male,55,97764,Yes
25090,New York City,Male,41,114057,No
25091,New York City,Female,47,91003,No
25092,New York City,Female,33,71903,No
25093,New York City,Male,49,98899,No
25094,New York City,Female,44,99530,No
25095,New York City,Female,39,110478,No
25096,New York City,Male,59,116352,No
25097,New York City,Male,44,97684,No
25098,New York City,Male,50,84416,No
25099,New York City,Female,62,81569,No
25100,New York City,Female,34,93136,No
25101,New York City,Female,62,109345,No
25102,New York City,Female,55,76108,No
25103,New York City,Male,37,115609,No
25104,New York City,Female,36,99908,No
25105,New York City,Male,46,100893,No
25106,New York City,Male,63,109228,No
25107,New York City,Female,31,99515,No
25108,New York City,Female,63,85766,No
25109,New York City,Male,34,96876,No
25110,New York City,Female,65,78407,No
25111,New York City,Female,57,88707,No
25112,New York City,Female,42,101217,No
25113,New York City,Male,45,105334,No
25114,New York City,Female,31,101968,No
25115,New York City,Male,28,94311,No
25116,New York City,Female,28,105026,No
25117,New York City,Female,56,89594,No
25118,New York City,Male,34,103716,No
25119,New York City,Male,40,93622,Yes
25120,New York City,Female,36,93148,No
25121,New York City,Female,46,100057,No
25122,New York City,Female,26,94001,No
25123,New York City,Female,27,98943,Yes
25124,New York City,Male,32,101964,No
25125,New York City,Male,57,101025,No
25126,New York City,Male,39,108502,No
25127,New York City,Female,52,87637,No
25128,New York City,Male,59,77657,No
25129,New York City,Female,59,94528,No
25130,New York City,Male,60,103427,No
25131,New York City,Male,56,97670,No
25132,New York City,Male,34,108665,No
25133,New York City,Male,59,108703,No
25134,New York City,Male,39,89102,No
25135,New York City,Male,49,97118,Yes
25136,New York City,Female,52,89321,No
25137,New York City,Female,35,97827,No
25138,New York City,Male,55,117381,No
25139,New York City,Female,49,73445,No
25140,New York City,Female,64,76591,Yes
25141,New York City,Male,39,107441,No
25142,New York City,Female,39,99992,No
25143,New York City,Female,49,86636,No
25144,New York City,Female,41,76568,No
25145,New York City,Female,32,89595,No
25146,New York City,Male,64,92870,No
25147,New York City,Male,43,119390,No
25148,New York City,Male,36,106494,No
25149,New York City,Male,53,106456,No
25150,New York City,Male,55,109338,No
25151,New York City,Male,40,97252,No
25152,New York City,Male,57,80058,No
25153,New York City,Female,40,91653,No
25154,New York City,Male,26,84068,No
25155,New York City,Male,38,110432,No
25156,New York City,Female,49,94529,No
25157,New York City,Female,37,87237,No
25158,New York City,Male,42,104119,No
25159,New York City,Male,28,102654,No
25160,New York City,Male,51,98597,No
25161,New York City,Male,47,105216,No
25162,New York City,Male,58,110703,No
25163,New York City,Male,38,98538,No
25164,New York City,Female,51,91023,No
25165,New York City,Male,50,103105,No
25166,New York City,Male,62,114121,No
25167,New York City,Female,33,95687,No
25168,New York City,Male,60,91273,No
25169,New York City,Female,50,98393,No
25170,New York City,Male,46,110097,No
25171,New York City,Female,46,88092,No
25172,New York City,Male,38,100176,Yes
25173,New York City,Male,30,121066,No
25174,New York City,Female,59,91058,No
25175,New York City,Male,26,109372,No
25176,New York City,Female,57,97014,No
25177,New York City,Male,42,96253,Yes
25178,New York City,Male,31,107450,No
25179,New York City,Male,42,92147,No
25180,New York City,Male,46,102995,No
25181,New York City,Male,61,91259,No
25182,New York City,Female,37,69128,No
25183,New York City,Female,46,104774,No
25184,New York City,Male,58,89218,No
25185,New York City,Male,33,112954,No
25186,New York City,Male,40,104027,No
25187,New York City,Male,51,96651,No
25188,New York City,Male,26,95039,No
25189,New York City,Male,41,91186,No
25190,New York City,Male,65,104812,No
25191,New York City,Female,32,93192,No
25192,New York City,Male,43,103854,No
25193,New York City,Male,53,103590,No
25194,New York City,Female,57,96227,No
25195,New York City,Female,31,100961,No
25196,New York City,Female,27,90068,No
25197,New York City,Female,41,92195,No
25198,New York City,Female,45,92442,No
25199,New York City,Female,44,81293,No
25200,New York City,Female,60,91586,No
25201,New York City,Male,31,87866,No
25202,New York City,Male,46,102611,No
25203,New York City,Female,54,79649,No
25204,New York City,Male,34,110404,No
25205,New York City,Male,56,81292,No
25206,New York City,Male,47,100129,No
25207,New York City,Female,47,87179,No
25208,New York City,Female,26,103235,No
25209,New York City,Male,52,92230,No
25210,New York City,Male,36,104061,No
25211,New York City,Female,28,97302,No
25212,New York City,Male,65,105939,No
25213,New York City,Male,45,100591,No
25214,New York City,Male,36,90016,No
25215,New York City,Male,28,82756,Yes
25216,New York City,Female,64,95533,Yes
25217,New York City,Male,27,99135,No
25218,New York City,Male,63,96556,No
25219,New York City,Male,56,108235,Yes
25220,New York City,Male,29,92486,No
25221,New York City,Male,55,95825,No
25222,New York City,Female,35,100117,No
25223,New York City,Female,55,83537,No
25224,New York City,Female,37,102600,No
25225,New York City,Female,36,95183,No
25226,New York City,Male,29,107370,No
25227,New York City,Female,61,96868,No
25228,New York City,Male,37,113476,No
25229,New York City,Male,32,103947,No
25230,New York City,Female,33,104310,No
25231,New York City,Female,46,96177,No
25232,New York City,Female,57,100992,No
25233,New York City,Female,25,118754,No
25234,New York City,Male,28,86829,No
25235,New York City,Male,28,104970,No
25236,New York City,Female,62,80566,No
25237,New York City,Male,53,89721,No
25238,New York City,Male,59,103124,No
25239,New York City,Male,38,105552,No
25240,New York City,Male,27,115369,No
25241,New York City,Female,39,106433,No
25242,New York City,Male,41,115895,No
25243,New York City,Male,51,93724,No
25244,New York City,Male,51,116962,No
25245,New York City,Male,45,118757,No
25246,New York City,Female,54,85643,No
25247,New York City,Male,55,105284,No
25248,New York City,Male,60,90972,No
25249,New York City,Male,32,88575,No
25250,New York City,Male,52,129316,No
25251,New York City,Female,62,81301,No
25252,New York City,Female,52,76739,No
25253,New York City,Female,59,99632,No
25254,New York City,Male,39,97555,No
25255,New York City,Female,33,94762,No
25256,New York City,Female,52,92534,No
25257,New York City,Male,51,119182,No
25258,New York City,Male,33,91653,No
25259,New York City,Female,51,96494,No
25260,New York City,Male,56,98286,No
25261,New York City,Male,62,118518,No
25262,New York City,Male,36,95530,No
25263,New York City,Female,45,83332,Yes
25264,New York City,Female,50,89288,No
25265,New York City,Male,42,98872,Yes
25266,New York City,Male,27,117340,No
25267,New York City,Male,58,96595,No
25268,New York City,Female,48,72596,No
25269,New York City,Female,55,95092,No
25270,New York City,Female,28,86421,No
25271,New York City,Male,28,109988,No
25272,New York City,Male,65,87196,No
25273,New York City,Female,45,101105,No
25274,New York City,Male,50,113324,No
25275,New York City,Female,39,79506,No
25276,New York City,Female,52,98720,No
25277,New York City,Male,41,97502,No
25278,New York City,Male,47,94994,Yes
25279,New York City,Male,41,90318,No
25280,New York City,Female,36,100313,Yes
25281,New York City,Male,35,96084,No
25282,New York City,Female,32,99393,No
25283,New York City,Female,61,86659,No
25284,New York City,Male,29,125051,No
25285,New York City,Male,50,109945,No
25286,New York City,Male,46,109354,No
25287,New York City,Male,39,98934,No
25288,New York City,Female,60,96759,No
25289,New York City,Female,59,104609,No
25290,New York City,Male,34,113160,No
25291,New York City,Male,26,111414,Yes
25292,New York City,Male,64,104227,No
25293,New York City,Female,55,83072,No
25294,New York City,Male,59,98553,No
25295,New York City,Male,35,106928,No
25296,New York City,Male,42,100558,No
25297,New York City,Male,59,94831,No
25298,New York City,Male,34,93172,No
25299,New York City,Female,27,84119,No
25300,New York City,Male,29,110125,No
25301,New York City,Male,32,105137,No
25302,New York City,Male,36,92080,No
25303,New York City,Female,51,84637,No
25304,New York City,Female,33,66793,No
25305,New York City,Female,54,84683,No
25306,New York City,Male,62,104410,No
25307,New York City,Female,47,87938,No
25308,New York City,Male,64,96264,No
25309,New York City,Male,43,100866,No
25310,New York City,Male,26,98913,No
25311,New York City,Male,51,92538,No
25312,New York City,Female,32,110755,Yes
25313,New York City,Female,64,95291,No
25314,New York City,Male,64,128808,No
25315,New York City,Female,55,100102,No
25316,New York City,Male,29,118466,No
25317,New York City,Female,36,102383,No
25318,New York City,Male,45,100007,No
25319,New York City,Male,46,93850,No
25320,New York City,Female,39,70536,No
25321,New York City,Female,38,94236,Yes
25322,New York City,Male,52,101733,No
25323,New York City,Female,56,94346,No
25324,New York City,Female,41,85934,No
25325,New York City,Male,32,127726,No
25326,New York City,Female,27,91267,No
25327,New York City,Female,31,86556,No
25328,New York City,Male,39,104621,No
25329,New York City,Female,36,102701,No
25330,New York City,Female,41,91179,No
25331,New York City,Female,32,98862,No
25332,New York City,Female,33,96660,Yes
25333,New York City,Male,46,95703,No
25334,New York City,Male,28,102122,No
25335,New York City,Male,49,105333,No
25336,New York City,Male,60,82177,No
25337,New York City,Female,53,83983,No
25338,New York City,Female,47,107100,No
25339,New York City,Female,29,94604,No
25340,New York City,Female,40,80849,No
25341,New York City,Male,33,100461,No
25342,New York City,Female,36,109334,No
25343,New York City,Male,26,101943,No
25344,New York City,Male,26,105633,No
25345,New York City,Female,55,86832,No
25346,New York City,Male,63,87660,No
25347,New York City,Male,40,106735,No
25348,New York City,Male,50,101037,Yes
25349,New York City,Female,64,69098,No
25350,New York City,Female,40,94824,No
25351,New York City,Female,35,95046,No
25352,New York City,Male,61,86939,No
25353,New York City,Male,63,125475,No
25354,New York City,Male,49,98096,No
25355,New York City,Female,53,113178,No
25356,New York City,Male,60,90541,No
25357,New York City,Male,37,102406,No
25358,New York City,Male,35,91242,No
25359,New York City,Female,35,98049,No
25360,New York City,Male,52,95861,No
25361,New York City,Male,47,96957,No
25362,New York City,Female,44,80321,No
25363,New York City,Female,43,110386,No
25364,New York City,Male,30,82502,No
25365,New York City,Male,31,97493,No
25366,New York City,Male,60,110863,No
25367,New York City,Female,32,90938,No
25368,New York City,Female,62,110390,No
25369,New York City,Female,31,82917,Yes
25370,New York City,Female,64,107775,No
25371,New York City,Male,46,101061,No
25372,New York City,Male,49,103800,No
25373,New York City,Male,56,96583,No
25374,New York City,Female,59,94710,No
25375,New York City,Male,63,105677,No
25376,New York City,Male,53,97833,No
25377,New York City,Female,55,94446,No
25378,New York City,Male,33,86195,No
25379,New York City,Female,27,90759,No
25380,New York City,Female,54,71525,No
25381,New York City,Female,28,80155,Yes
25382,New York City,Female,34,78108,No
25383,New York City,Male,62,101642,No
25384,New York City,Male,28,110085,No
25385,New York City,Male,42,111679,No
25386,New York City,Male,37,84431,No
25387,New York City,Male,58,99992,No
25388,New York City,Male,40,96846,No
25389,New York City,Male,55,99906,No
25390,New York City,Male,51,92865,No
25391,New York City,Female,34,97410,No
25392,New York City,Male,27,104073,No
25393,New York City,Female,37,79177,No
25394,New York City,Female,48,86209,No
25395,New York City,Female,34,92997,No
25396,New York City,Male,59,108169,No
25397,New York City,Male,26,88294,No
25398,New York City,Male,36,108817,No
25399,New York City,Male,29,94416,Yes
25400,New York City,Female,57,90207,No
25401,New York City,Female,51,97520,No
25402,New York City,Female,33,93306,No
25403,New York City,Male,38,118783,No
25404,New York City,Female,51,102170,No
25405,New York City,Male,27,109726,No
25406,New York City,Male,39,93308,No
25407,New York City,Female,63,80457,No
25408,New York City,Male,29,87606,No
25409,New York City,Female,59,90857,No
25410,New York City,Female,49,90658,No
25411,New York City,Female,30,82257,No
25412,New York City,Male,31,98886,No
25413,New York City,Male,29,103067,Yes
25414,New York City,Female,48,92060,No
25415,New York City,Female,47,103473,No
25416,New York City,Female,28,94620,No
25417,New York City,Male,65,118264,Yes
25418,New York City,Male,31,85250,No
25419,New York City,Male,60,114521,No
25420,New York City,Male,53,92611,No
25421,New York City,Female,54,96087,No
25422,New York City,Male,40,83268,Yes
25423,New York City,Male,33,93756,No
25424,New York City,Male,39,106414,No
25425,New York City,Female,25,83210,No
25426,New York City,Male,41,112510,No
25427,New York City,Male,29,93396,No
25428,New York City,Male,31,86782,No
25429,New York City,Male,49,87248,Yes
25430,New York City,Female,32,94553,No
25431,New York City,Male,49,99040,No
25432,New York City,Female,31,90504,No
25433,New York City,Male,39,97765,No
25434,New York City,Female,33,97860,No
25435,New York City,Female,29,83470,No
25436,New York City,Female,44,73263,No
25437,New York City,Male,55,87536,No
25438,New York City,Female,42,89153,No
25439,New York City,Female,64,93109,No
25440,New York City,Male,64,110411,No
25441,New York City,Male,49,104798,No
25442,New York City,Male,41,103098,No
25443,New York City,Male,30,114859,No
25444,New York City,Female,53,96178,Yes
25445,New York City,Female,57,83899,No
25446,New York City,Female,48,110259,No
25447,New York City,Male,39,106497,No
25448,New York City,Male,29,98690,No
25449,New York City,Male,61,96327,No
25450,New York City,Female,42,99878,No
25451,New York City,Male,53,90315,No
25452,New York City,Female,52,90017,No
25453,New York City,Female,45,83123,No
25454,New York City,Male,55,106212,No
25455,New York City,Male,30,97997,No
25456,New York City,Male,53,99524,No
25457,New York City,Female,40,82383,No
25458,New York City,Male,25,109568,No
25459,New York City,Female,49,98983,No
